Title,Original_Price,Offer_Price,Stars_out_of_5,Ratings,Flipkart_Assured,Specification
"Mi 11 Lite (Jazz Blue, 128 GB)","₹24,999","₹13,808",4.2,"13,187 Ratings & 1,427 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"itel A60S (Glacier Green, 128 GB)","₹8,499","₹7,230",4,"1,208 Ratings & 80 Reviews",No,8 GB RAM | 128 GB ROM | Expandable Upto 32 GB16.76 cm (6.6 inch) NA Display8MP Rear Camera | 0MP Front Camera5000 mAh BatteryNA Processor1 Year For Handset 6 Months For Accessories
"vivo Y27 (Garden Green, 128 GB)","₹18,999","₹11,999",4.2,"1,271 Ratings & 69 Reviews",No,6 GB RAM | 128 GB ROM16.87 cm (6.64 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 13C (Starfrost White, 256 GB)","₹15,999","₹11,499",4.1,723 Ratings & 55 Reviews,No,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A18 (Glowing Black, 128 GB)","₹15,999","₹10,499",4.3,"1,064 Ratings & 59 Reviews",Yes,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"IQOO Z6 Lite 5G (Mystic Night, 128 GB)","₹18,999","₹12,825",4.3,"1,056 Ratings & 50 Reviews",Yes,6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"Honor 90 5G (Emerald Green, 512 GB)","₹49,999","₹27,790",4.1,734 Ratings & 99 Reviews,Yes,12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories
"SAMSUNG GALAXY M13 (Stardust Brown, 128 GB)","₹17,999","₹12,965",4.2,"1,588 Ratings & 80 Reviews",Yes,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery12 Months Warranty
"IQOO neo 7 pro (Fearless Flame, 128 GB)","₹39,999","₹32,470",4.5,389 Ratings & 44 Reviews,Yes,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5000 mAh Battery1 year
"OPPO A17k (Blue, 64 GB)","₹12,999","₹8,499",4.5,"15,141 Ratings & 354 Reviews",Yes,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio P35 Processor1 Year on Handset and 6 Months on Accessories
"OPPO A18 (Glowing Blue, 64 GB)","₹14,999","₹9,999",4.3,"1,064 Ratings & 59 Reviews",Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 14 (Midnight, 256 GB)","₹79,900","₹68,999",4.6,"2,80,548 Ratings & 11,052 Reviews",Yes,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Motorola G9 (Sapphire Blue, 64 GB)","₹14,999","₹7,999",4.2,"47,160 Ratings & 4,718 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorStock Android Experience1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy A53 (Awesome Black, 128 GB)","₹39,990","₹25,990",4.2,"1,762 Ratings & 181 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"LAVA YUVA 2 PRO (LAVENDER, 64 GB)","₹9,499","₹7,388",4.1,931 Ratings & 63 Reviews,No,4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) Display13MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"OnePlus 12 (Silky Black, 512 GB)","₹69,999","₹68,475",4.8,82 Ratings & 14 Reviews,Yes,16 GB RAM | 512 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
"Honor X9b (Sunrise Orange, 256 GB)","₹30,999","₹27,999",4.5,8 Ratings & 0 Reviews,Yes,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 5MP + 2MP | 16MP Front Camera5800 mAh BatteryQualcomm Snapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Apple iPhone 14 Plus ((PRODUCT)RED, 128 GB)","₹79,900","₹68,999",4.6,"62,604 Ratings & 3,715 Reviews",Yes,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 14 (Starlight, 256 GB)","₹79,900","₹68,999",4.6,"2,80,548 Ratings & 11,052 Reviews",Yes,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Motorola e32 (Arctic Blue, 64 GB)","₹11,999","₹7,499",3.9,"23,905 Ratings & 1,980 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G37 Processor1 Year on Handset and 6 Months on Accessories
"Tecno Spark 10 Pro Moon Explorer 50MPCamera, Glass Back, 16GB Expandable RAM (Lunar Eclipse, 128 GB)","₹13,999","₹8,999",3.4,31 Ratings & 2 Reviews,No,8 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Warranty
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹7,230",4,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"vivo Y16 (Steller Black, 32 GB)","₹13,999","₹9,887",4.2,"3,105 Ratings & 158 Reviews",Yes,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"REDMI 12 (Pastel Blue, 128 GB)","₹14,999","₹9,499",4.3,"95,346 Ratings & 5,204 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"I Kall K-510 (Golden, 32 GB)","₹6,599","₹4,499",3.1,201 Ratings & 14 Reviews,Yes,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB12.7 cm (5 inch) Display13MP Rear Camera3000 mAh BatteryOne Year Domestic Warranty
"OnePlus 12 (Silky Black, 256 GB)","₹64,999","₹63,622",4.8,69 Ratings & 9 Reviews,Yes,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
"IQOO Neo 7 pro (Fearless Flame, 256 GB)","₹42,999","₹34,979",4.3,282 Ratings & 32 Reviews,Yes,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Lavender, ...","₹11,499","₹10,178",4.1,83 Ratings & 7 Reviews,Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Blue, 64 G...","₹11,499","₹10,219",4.1,83 Ratings & 7 Reviews,Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"vivo Y17s (Forest Green, 128 GB)","₹16,999","₹11,499",4.3,779 Ratings & 48 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy A53 (Awesome Peach, 256 GB)","₹42,990","₹28,990",4.2,"1,762 Ratings & 181 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"OnePlus 12 (Flowy Emerald, 256 GB)","₹64,999","₹64,440",4.8,69 Ratings & 9 Reviews,Yes,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
"POCO F5 5G (Carbon Black, 256 GB)","₹39,999","₹30,999",4.3,"4,966 Ratings & 607 Reviews",Yes,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 7+ Gen 2 (4nm) Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y17s (Forest Green, 64 GB)","₹15,999","₹10,499",4.3,779 Ratings & 48 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 12C (Mint Green, 128 GB)","₹15,999","₹9,379",4.1,"4,447 Ratings & 225 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)","₹18,499","₹13,499",4.1,"3,762 Ratings & 253 Reviews",No,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatterySEC S5E8535 (Exynos 1330) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"SAMSUNG Galaxy A05 (Black, 64 GB)","₹12,499","₹8,990",N/A,N/A,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Motorola g13 (Matte Charcoal, 128 GB)","₹13,999","₹8,999",4,"55,659 Ratings & 4,970 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year on Handset and 6 Months on Accessories
"itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB (Galaxy Blue, 64 GB)","₹12,999","₹9,695",4.2,683 Ratings & 51 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediaTek Dimensity 6080 Processor Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Tecno POP 8 (Mystery White, 64 GB)",N/A,"₹7,799",4.6,16 Ratings & 0 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display12MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Apple iPhone 15 Pro (Black Titanium, 512 GB)","₹1,64,900","₹1,58,990",4.7,560 Ratings & 47 Reviews,Yes,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"SAMSUNG Galaxy A15 5G (Blue Black, 256 GB)","₹24,499","₹22,499",4.2,501 Ratings & 42 Reviews,Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Tecno POP 8 (Gravity Black, 64 GB)","₹7,799","₹7,438",4.6,16 Ratings & 0 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display12MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Black, 64 ...","₹11,499","₹10,175",4.1,83 Ratings & 7 Reviews,Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"Nokia 5.4 (Polar Night, 64 GB)","₹16,799","₹12,999",3.9,"3,814 Ratings & 573 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.23 cm (6.39 inch) HD+ Display48MP + 5MP + 2MP + 2MP | 16MP Front Camera4000 mAh Li-ion BatteryQualcomm Snapdragon 662 Processor1 Year Manufacturer Warranty for Device and Battery and 6 Months Manufacturer Warranty for In-Box Accessories from the Date of Purchase
"OnePlus N20 SE (CELESTIAL BLACK, 128 GB)","₹18,999","₹14,399",4.2,265 Ratings & 13 Reviews,Yes,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP + 50MP + 2MP | 8MP Front Camera5000 mAh BatteryNo Warranty
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹28,990",4.2,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"itel S23+ (Energetic Orange, 256 GB)","₹15,999","₹14,999",4.2,104 Ratings & 14 Reviews,No,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery2 year manufacturer Warranty
"vivo Y56 5G (Black Engine, 128 GB)","₹24,999","₹16,555",4.3,"3,939 Ratings & 270 Reviews",Yes,8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Dimensity 700 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories
"POCO M4 5G (Yellow, 128 GB)","₹18,999","₹14,999",4.2,"54,414 Ratings & 3,786 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 700 Processor1 Year Warranty for Handset and 6 Months for Accessories
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Blue, 128 ...","₹12,499","₹11,174",4.2,205 Ratings & 26 Reviews,Yes,6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"OnePlus N20 SE (JADE WAVE, 128 GB)","₹19,999","₹12,873",4.2,265 Ratings & 13 Reviews,Yes,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery12 Month
"SAMSUNG Galaxy A14 5G (Black, 64 GB)","₹18,499","₹13,499",4.1,"3,762 Ratings & 253 Reviews",No,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatterySEC S5E8535 (Exynos 1330) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"I Kall K-510 (Purple, 32 GB)","₹6,599","₹4,499",3.1,201 Ratings & 14 Reviews,Yes,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) Display13MP Rear Camera3000 mAh BatteryOne Year Domestic Warranty
"SAMSUNG Galaxy A04s (Copper, 64 GB)","₹15,990","₹12,999",4.1,153 Ratings & 13 Reviews,No,4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 50MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-box Accessories
"vivo Y17s (Glitter Purple, 64 GB)","₹15,999","₹10,499",4.3,779 Ratings & 48 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 10S (Cosmic Purple, 128 GB)","₹18,999","₹15,998",4.4,"88,762 Ratings & 5,889 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO F25 Pro 5G (Ocean Blue, 256 GB)","₹30,999","₹25,999",N/A,N/A,Yes,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"POCO X4 Pro 5G (Yellow, 128 GB)","₹25,999","₹21,999",4.2,"25,592 Ratings & 2,379 Reviews",Yes,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 5G ProcessorOne Year for Handset, 6 Months for Accessories"
"SAMSUNG Galaxy Z Flip5 (Graphite, 512 GB)","₹1,13,999","₹1,09,999",4.4,622 Ratings & 44 Reviews,Yes,8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"POCO M3 (Power Black, 64 GB)","₹12,999","₹10,699",4.3,"4,87,533 Ratings & 34,834 Reviews",Yes,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"OPPO Reno10 5G (Silvery Grey, 256 GB)","₹38,999","₹32,999",4.2,"40,563 Ratings & 4,916 Reviews",Yes,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display64MP + 32MP + 8MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A17k (Navy Blue, 64 GB)","₹12,999","₹8,499",4.5,"15,141 Ratings & 354 Reviews",Yes,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio P35 Processor1 Year on Handset and 6 Months on Accessories
"OPPO A38 (Glowing Black, 128 GB)","₹16,999","₹10,999",4.3,464 Ratings & 20 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD Display50MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G70 (MT6769) Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Crystal Blue, 32 GB)","₹6,799","₹5,527",4,88 Ratings & 3 Reviews,Yes,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.94 cm (6.67 inch) HD+ Display5MP + 0.3MP | 2MP Front Camera4000 mAh BatteryUnisoc SC9863A1 Processor2 year manufacturer Warranty
"SAMSUNG Galaxy S24 5G (Cobalt Violet, 256 GB)",N/A,"₹79,999",4.4,482 Ratings & 90 Reviews,Yes,8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nokia C32 (Breezy Mint, 64 GB)","₹10,499","₹7,499",3.8,903 Ratings & 83 Reviews,Yes,4 GB RAM | 64 GB ROM16.55 cm (6.517 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatterySC9863A1 Processor1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"LAVA Blaze Nxt (Glass Green, 64 GB)","₹11,499","₹6,690",4,91 Ratings & 8 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek G37 Processor1 Year Handset Warranty and 6 Months Warranty on Accessories
"SAMSUNG Galaxy S22 5G (Phantom White, 128 GB)","₹85,999","₹39,999",4.4,"15,903 Ratings & 1,339 Reviews",Yes,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 12MP + 10MP | 10MP Front Camera3700 mAh Lithium-ion BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Lavender, ...","₹12,499","₹11,290",4.2,205 Ratings & 26 Reviews,Yes,6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI 9 Power (Blazing Blue, 64 GB)",N/A,"₹13,999",4.3,"2,45,051 Ratings & 17,039 Reviews",Yes,4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
