Title,Original_Price,Offer_Price,Stars_out_of_5,Ratings,Flipkart_Assured,Specification
"vivo V27 5G (Noble Black, 256 GB)","₹40,999","₹36,999",4.4,"3,534 Ratings & 369 Reviews",Yes,12 GB RAM | 256 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","₹27,999","₹21,999",4.2,"55,143 Ratings & 5,219 Reviews",Yes,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"LAVA O1 (Prism Blue, 64 GB)","₹8,999","₹7,390",N/A,N/A,Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display13MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI Note 12 5G (Matte Black, 256 GB)","₹23,999","₹18,999",4.1,"4,662 Ratings & 379 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel A60 (DawnBlue, 32 GB)","₹7,199","₹5,999",4.1,402 Ratings & 20 Reviews,Yes,2 GB RAM | 32 GB ROM16.76 cm (6.6 inch) HD Display8MP Rear Camera5000 mAh BatteryUnisoc Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including
"SAMSUNG Galaxy A33 (Awesome Peach, 128 GB)","₹33,990","₹22,990",4.1,"1,187 Ratings & 126 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 13MP Front Camera5000 mAh Li-ion BatteryExynos 1280 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"SAMSUNG Galaxy A53 (Awesome Blue, 256 GB)","₹42,990","₹30,999",4.2,"1,762 Ratings & 181 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"OPPO A17 (Midnight Black, 64 GB)","₹14,999","₹9,999",4.3,"13,058 Ratings & 561 Reviews",No,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display50MP + 0.3MP + 0.3MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories
"REDMI A1+ (Black, 32 GB)","₹9,999","₹7,499",4.2,"13,196 Ratings & 576 Reviews",Yes,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Apple iPhone 15 (Pink, 256 GB)","₹89,900","₹82,999",4.6,"16,874 Ratings & 1,160 Reviews",Yes,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"SAMSUNG Galaxy A34 5G (Awesome Violet, 256 GB)","₹39,499","₹26,499",4.2,"5,895 Ratings & 498 Reviews",No,"8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories"
"SAMSUNG GALAXY M13 (Aqua Green, 64 GB)","₹14,999","₹9,490",4.2,"5,164 Ratings & 292 Reviews",Yes,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty
"OnePlus Nord CE 5G (Charcoal Ink, 128 GB)","₹22,999","₹22,989",4,51 Ratings & 2 Reviews,Yes,6 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display64MP Rear Camera4500 mAh Battery1 Year Warranty
"Tecno Spark Go 2023 (Uyuni Blue, 64 GB)","₹9,832","₹6,790",4.1,331 Ratings & 18 Reviews,No,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.66 cm (6.56 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediaTek Helio A22 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"POCO M4 Pro 5G (Yellow, 128 GB)","₹19,999","₹16,999",4.2,"59,655 Ratings & 4,833 Reviews",Yes,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Dimensity 810 ProcessorOne Year for Handset, 6 Months for Accessories"
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹17,999",4.2,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"IQOO Z6 Lite 5G (Without Charger) (Mystic Night, 128 GB)","₹18,999","₹12,689",4.2,"1,862 Ratings & 124 Reviews",Yes,6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"vivo X100 (Stargaze Blue, 512 GB)","₹74,999","₹69,999",4.6,149 Ratings & 44 Reviews,Yes,16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 64MP | 32MP Front Camera5000 mAh BatteryDimensity 9300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"POCO X4 Pro 5G (Yellow, 128 GB)","₹23,999","₹19,999",4.2,"91,928 Ratings & 8,797 Reviews",Yes,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 5G ProcessorOne Year for Handset, 6 Months for Accessories"
"vivo V29 Pro 5G (Blue, 256 GB)",N/A,"₹39,999",4.5,"5,488 Ratings & 868 Reviews",Yes,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel A05s (Nebula Black, 64 GB)","₹7,499","₹6,055",N/A,N/A,Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Display8MP Rear Camera4000 mAh Battery1 year manufacturer Warranty
"SAMSUNG Galaxy Z Flip3 5G (Cream, 128 GB)","₹95,999","₹45,999",4.3,"7,526 Ratings & 497 Reviews",No,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3300 mAh Lithium-ion BatteryQualcomm Snapdragon 888 Octa-Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories
"itel A70 (Starlish Black, 256 GB)","₹10,999","₹8,399",N/A,N/A,Yes,4 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories.
"Tecno Pop 7 Pro (Endless Black, 3 GB)","₹8,999","₹7,599",4.3,47 Ratings & 3 Reviews,Yes,64 GB RAM | 3 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty of 1 Year Available for Handset and 6 month for accessories.
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","₹27,999","₹21,999",4.2,"55,143 Ratings & 5,219 Reviews",Yes,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 12 5G (Matte Black, 128 GB)","₹21,999","₹16,999",4.2,"14,105 Ratings & 1,016 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO F5 5G (Electric Blue, 256 GB)","₹39,999","₹30,999",4.3,"4,966 Ratings & 607 Reviews",Yes,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 7+ Gen 2 (4nm) Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V29 Pro 5G (Black, 256 GB)",N/A,"₹39,999",4.5,"5,488 Ratings & 868 Reviews",Yes,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 (Green, 512 GB)","₹1,09,900","₹1,02,999",4.6,"16,874 Ratings & 1,160 Reviews",Yes,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"REDMI 11 Prime (Playful Green, 64 GB)","₹13,999","₹9,337",4.2,"7,787 Ratings & 453 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G99 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"LAVA Blaze (Glass Blue, 64 GB)","₹9,999","₹5,996",4,"1,292 Ratings & 332 Reviews",No,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP Triple AI Camera + 8MP front camera | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor1 Year Handset Warranty and 6 Months Warranty on Accessories
"Mi 11 Lite (Vinyl Black, 128 GB)","₹24,999","₹13,740",4.2,"13,187 Ratings & 1,427 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"SAMSUNG M02s (Blue, 64 GB)","₹11,499","₹8,290",4.2,"1,274 Ratings & 93 Reviews",Yes,4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) Full HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh BatteryQualcomm Snapdragon 450 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"OnePlus 10 Pro 5G (Emerald Forest, 128 GB)","₹66,999","₹43,999",4.2,567 Ratings & 35 Reviews,Yes,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"XOLO ERA 2X with Finger Print Sensor (Black and Gun, 16 GB)",N/A,"₹8,099",3.9,"4,688 Ratings & 950 Reviews",Yes,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2500 mAh Li-Ion BatteryMediatek MTK6737 64 Bit Quad Core 1.25GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"REDMI 12C (Lavender Purple, 64 GB)","₹13,999","₹8,639",4.2,"24,250 Ratings & 1,376 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 9i (Nature Green, 64 GB)","₹9,999","₹8,999",4.3,"5,84,356 Ratings & 33,907 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"POCO C3 (Matte Black, 64 GB)","₹10,999","₹6,990",4.3,"3,09,418 Ratings & 18,454 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy Z Flip5 (Graphite, 256 GB)","₹1,02,999","₹99,999",4.4,622 Ratings & 44 Reviews,No,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"SAMSUNG Galaxy F42 5G (Matte Aqua, 128 GB)","₹25,999","₹22,999",4.1,"6,437 Ratings & 609 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display64MP + 5MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryMediaTek Dimensity 700 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹7,599",4.3,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"Nokia 3.4 (Dusk Purple, 64 GB)","₹13,999","₹11,600",4,591 Ratings & 74 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.23 cm (6.39 inch) HD+ Display13MP + 5MP + 2MP | 8MP Front Camera4000 mAh Li-ion BatteryQualcomm Snapdragon 460 Processor1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase
"Tecno Camon 20 Pro (Dark Welkin, 256 GB)","₹25,999","₹19,999",4.2,550 Ratings & 64 Reviews,Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display64MP + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 8050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"LAVA O1 (Prism Blue, 64 GB)","₹8,999","₹7,390",N/A,N/A,Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display13MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI Note 12 5G (Mystique Blue, 128 GB)","₹21,999","₹16,999",4.2,"14,105 Ratings & 1,016 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A17 (Midnight Black, 64 GB)","₹14,999","₹9,999",4.3,"13,058 Ratings & 561 Reviews",No,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display50MP + 0.3MP + 0.3MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy A05 (Black, 128 GB)","₹14,999","₹11,299",N/A,N/A,Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"itel A70 (Azure Blue, 256 GB)","₹10,999","₹8,329",N/A,N/A,Yes,4 GB RAM | 256 GB ROM15.24 cm (6 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories.
"ASUS Zenfone 5 A501CG (White, 8 GB)",N/A,"₹10,499",4.2,"43,305 Ratings & 8,832 Reviews",Yes,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 2MP Front Camera2110 mAh Lithium BatteryIntel Atom Z2560 Processor with Intel Hyper Threading Technology Processor1 Year for Mobile & 6 Months for Accessories
"ASUS Zenfone 5 A501CG (Black, 8 GB)",N/A,"₹10,499",4.2,"43,305 Ratings & 8,832 Reviews",Yes,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 2MP Front Camera2110 mAh Lithium BatteryIntel Atom Z2560 Processor with Intel Hyper Threading Technology Processor1 Year for Mobile & 6 Months for Accessories
"SAMSUNG Galaxy A34 5G (Awesome Lime, 128 GB)","₹35,499","₹24,499",4.2,"5,895 Ratings & 498 Reviews",No,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories"
"OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)","₹24,999","₹21,999",4.3,"3,242 Ratings & 286 Reviews",Yes,8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display64MP Rear Camera4500 mAh Battery1 Year
"Redmi Note 7S (Onyx Black, 64 GB)",N/A,"₹13,999",4.4,"4,23,116 Ratings & 33,909 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Xiaomi 11i 5G (Purple Mist, 128 GB)","₹31,999","₹22,999",4.2,"22,635 Ratings & 2,749 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP Rear Camera | 16MP Front Camera5160 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","₹27,999","₹21,999",4.2,"55,143 Ratings & 5,219 Reviews",Yes,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Google Pixel 7 (Snow, 128 GB)","₹59,999","₹46,999",4.3,"13,352 Ratings & 1,640 Reviews",No,8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 ProcessorNA
"Redmi 7A (Matte Blue, 16 GB)","₹6,499","₹5,499",4.3,"3,89,975 Ratings & 27,988 Reviews",Yes,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP Rear Camera | 5MP Front Camera4000 mAh Li-Polymer BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 2 Years Available for Mobile and 6 Months for Accessories
"Tecno Pop 5 LTE (Ice Blue, 32 GB)","₹8,999","₹6,599",4.2,915 Ratings & 48 Reviews,Yes,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"OnePlus 10 Pro 5G (Emerald Forest, 128 GB)","₹66,999","₹43,999",4.2,567 Ratings & 35 Reviews,Yes,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Tecno Spark 10 50MP AI Dual Rear Camera HD Display (Meta Blue, 128 GB)","₹13,499","₹9,889",4.2,223 Ratings & 9 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediatek MT6765 Helio G37 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Mi 11 Lite (Vinyl Black, 128 GB)","₹24,999","₹13,740",4.2,"13,187 Ratings & 1,427 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"vivo X100 (Stargaze Blue, 512 GB)","₹74,999","₹69,999",4.6,149 Ratings & 44 Reviews,Yes,16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 64MP | 32MP Front Camera5000 mAh BatteryDimensity 9300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Micromax IN Note 1 (Green, 128 GB)","₹16,999","₹10,999",4.1,"50,095 Ratings & 8,299 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 5MP + 2MP + 2MP | 16MP Front Camera5000 mAh Li-Polymer BatteryMediaTek Helio G85 (MT6769V/CZ) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"LAVA Blaze (Glass Blue, 64 GB)","₹9,999","₹5,996",4,"1,292 Ratings & 332 Reviews",No,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP Triple AI Camera + 8MP front camera | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor1 Year Handset Warranty and 6 Months Warranty on Accessories
"Tecno Pop 7 Pro (Endless Black, 3 GB)","₹8,999","₹7,599",4.3,47 Ratings & 3 Reviews,Yes,64 GB RAM | 3 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty of 1 Year Available for Handset and 6 month for accessories.
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹46,999",4.3,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"itel A70 (Brilliant Gold, 256 GB)","₹10,990","₹7,999",3.9,35 Ratings & 5 Reviews,Yes,12 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories.
"OnePlus Nord 2T 5G (Gray Shadow, 128 GB)",N/A,"₹28,999",4.3,"13,132 Ratings & 1,038 Reviews",Yes,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery12 Month
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)","₹12,999","₹10,499",4.3,"3,02,244 Ratings & 23,485 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display48MP + 5MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion BatteryExynos 850 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase
"SAMSUNG Galaxy A54 5G (Awesome White, 256 GB)","₹45,999","₹37,499",4.3,"3,061 Ratings & 298 Reviews",No,"8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
"LAVA X3 (Charcoal Black, 32 GB)","₹8,999","₹6,330",4,7 Ratings & 1 Reviews,Yes,3 GB RAM | 32 GB ROM16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryMediatek Helio processor Processor1 Year Domestic
"vivo X100 (Asteroid Black, 512 GB)","₹74,999","₹69,999",4.6,149 Ratings & 44 Reviews,No,16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 64MP | 32MP Front Camera5000 mAh BatteryDimensity 9300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"POCO M2 Reloaded (Greyish Black, 64 GB)","₹12,999","₹9,599",4.3,"68,055 Ratings & 4,603 Reviews",Yes,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G80 Processor1 Year for Handset, 6 Months for Accessories"
"OPPO A78 (Aqua Green, 128 GB)","₹22,999","₹15,499",4.3,593 Ratings & 44 Reviews,Yes,8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ AMOLED Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI K50i 5G (Quick Silver, 128 GB)","₹31,999","₹24,999",4.2,"3,883 Ratings & 413 Reviews",Yes,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5080 mAh BatteryDimensity 8100 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
